ID,HostConc,VirusConc,Key,host_num,virus_num
136,H2E7,_V5E8,H2E7_V5E8,20000000,500000000
137,H2E7,_V5E8,H2E7_V5E8,20000000,500000000
138,H2E7,_V5E8,H2E7_V5E8,20000000,500000000
139,H2E7,_V5E7,H2E7_V5E7,20000000,50000000
140,H2E7,_V5E7,H2E7_V5E7,20000000,50000000
141,H2E7,_V5E7,H2E7_V5E7,20000000,50000000
142,H2E7,_V5E6,H2E7_V5E6,20000000,5000000
143,H2E7,_V5E6,H2E7_V5E6,20000000,5000000
144,H2E7,_V5E6,H2E7_V5E6,20000000,5000000
145,H2E7,_V5E5,H2E7_V5E5,20000000,500000
146,H2E7,_V5E5,H2E7_V5E5,20000000,500000
147,H2E7,_V5E5,H2E7_V5E5,20000000,500000
148,H2E7,_V5E4,H2E7_V5E4,20000000,50000
149,H2E7,_V5E4,H2E7_V5E4,20000000,50000
150,H2E7,_V5E4,H2E7_V5E4,20000000,50000
151,H2E7,_V5E3,H2E7_V5E3,20000000,5000
152,H2E7,_V5E3,H2E7_V5E3,20000000,5000
153,H2E7,_V5E3,H2E7_V5E3,20000000,5000
154,H2E7,_V5E2,H2E7_V5E2,20000000,500
155,H2E7,_V5E2,H2E7_V5E2,20000000,500
156,H2E7,_V5E2,H2E7_V5E2,20000000,500
157,H2E7,_V5E1,H2E7_V5E1,20000000,50
158,H2E7,_V5E1,H2E7_V5E1,20000000,50
159,H2E7,_V5E1,H2E7_V5E1,20000000,50
160,H2E7,_V0E0,H2E7_V0E0,20000000,0
161,H2E7,_V0E0,H2E7_V0E0,20000000,0
162,H2E7,_V0E0,H2E7_V0E0,20000000,0
