time,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
3.5000,0.0833,0.0946,0.1001,0.1021,0.1034,0.1089,0.1040,0.1068,0.1451,0.1034,0.1109,0.1092,0.1033,0.1048,0.1069,0.1042,0.1073,0.1102,0.1042,0.1061,0.1053,0.1025,0.1072,0.1024,0.1038,0.1056,0.1055
14.0000,0.0928,0.0941,0.0995,0.1016,0.1029,0.1083,0.1036,0.1065,0.1428,0.1028,0.1120,0.1102,0.1026,0.1047,0.1104,0.1039,0.1079,0.1110,0.1032,0.1048,0.1058,0.1026,0.1073,0.1031,0.1043,0.1058,0.1064
24.5000,0.0929,0.0945,0.0996,0.1017,0.1033,0.1084,0.1054,0.1083,0.1421,0.1043,0.1129,0.1118,0.1043,0.1069,0.1117,0.1058,0.1079,0.1159,0.1053,0.1071,0.1085,0.1049,0.1125,0.1060,0.1078,0.1096,0.1107
31.5000,0.0872,0.0923,0.0950,0.0960,0.1011,0.1038,0.1179,0.1388,0.1356,0.1085,0.1293,0.1152,0.1084,0.1121,0.1172,0.1093,0.1153,0.1188,0.1095,0.1117,0.1142,0.1096,0.1197,0.1121,0.1154,0.1170,0.1168
42.0000,0.0834,0.0862,0.0927,0.0923,0.0950,0.1015,0.1089,0.1141,0.1371,0.1129,0.1240,0.1213,0.1131,0.1179,0.1247,0.1143,0.1233,0.1283,0.1150,0.1185,0.1214,0.1144,0.1262,0.1186,0.1216,0.1270,0.1249
52.5000,0.0819,0.0862,0.0944,0.0907,0.0950,0.1032,0.1110,0.1149,0.1383,0.1197,0.1350,0.1311,0.1215,0.1274,0.1353,0.1226,0.1324,0.1390,0.1244,0.1280,0.1327,0.1250,0.1359,0.1316,0.1349,0.1385,0.1401
59.5000,0.0831,0.0917,0.0957,0.0920,0.1006,0.1045,0.1143,0.1444,0.1405,0.1288,0.1439,0.1414,0.1317,0.1389,0.1474,0.1326,0.1432,0.1502,0.1352,0.1395,0.1458,0.1349,0.1487,0.1427,0.1494,0.1538,0.1564
70.0000,0.0830,0.0914,0.0977,0.0919,0.1002,0.1065,0.1175,0.1236,0.1432,0.1403,0.1588,0.1555,0.1449,0.1557,0.1647,0.1458,0.1607,0.1710,0.1501,0.1561,0.1636,0.1503,0.1657,0.1610,0.1692,0.1727,0.1777
80.5000,0.0833,0.0922,0.0972,0.0921,0.1010,0.1060,0.1203,0.1279,0.1441,0.1561,0.1792,0.1770,0.1645,0.1777,0.1944,0.1645,0.1825,0.1991,0.1716,0.1798,0.1912,0.1733,0.1883,0.1885,0.1991,0.2064,0.2142
94.5000,0.0835,0.0934,0.0982,0.0923,0.1023,0.1070,0.1210,0.1358,0.1418,0.1844,0.2108,0.2073,0.2026,0.2230,0.2457,0.2028,0.2268,0.2525,0.2140,0.2259,0.2433,0.2175,0.2361,0.2405,0.2544,0.2602,0.2706
105.0000,0.0843,0.0963,0.1000,0.0932,0.1051,0.1089,0.1191,0.1270,0.1344,0.2027,0.2311,0.2233,0.2379,0.2616,0.2844,0.2398,0.2699,0.2935,0.2544,0.2672,0.2860,0.2584,0.2817,0.2843,0.3003,0.3096,0.3200
115.5000,0.0852,0.0951,0.0988,0.0941,0.1039,0.1076,0.1127,0.1187,0.1247,0.2111,0.2368,0.2259,0.2732,0.2994,0.3150,0.2850,0.3153,0.3429,0.2988,0.3157,0.3375,0.3057,0.3328,0.3374,0.3497,0.3557,0.3606
126.0000,0.0851,0.0962,0.1002,0.0939,0.1050,0.1091,0.1044,0.1143,0.1187,0.2050,0.2298,0.2105,0.3042,0.3237,0.3351,0.3288,0.3596,0.3832,0.3487,0.3623,0.3801,0.3533,0.3777,0.3792,0.3865,0.3911,0.3959
133.0000,0.0858,0.0950,0.1010,0.0946,0.1039,0.1098,0.1037,0.1134,0.1172,0.1944,0.2118,0.1873,0.3159,0.3325,0.3364,0.3582,0.3849,0.4028,0.3761,0.3900,0.4032,0.3813,0.4048,0.4064,0.4096,0.4156,0.4213
143.5000,0.0874,0.0961,0.1014,0.0962,0.1049,0.1103,0.1033,0.1135,0.1162,0.1572,0.1657,0.1458,0.3111,0.3161,0.2979,0.3850,0.4073,0.4199,0.4150,0.4259,0.4417,0.4214,0.4461,0.4464,0.4506,0.4559,0.4629
150.5000,0.0881,0.0982,0.1035,0.0969,0.1070,0.1123,0.1025,0.1152,0.1143,0.1358,0.1457,0.1332,0.2895,0.2867,0.2532,0.3939,0.4153,0.4194,0.4427,0.4477,0.4627,0.4486,0.4708,0.4712,0.4775,0.4793,0.4857
154.0000,0.0852,0.0951,0.0988,0.0977,0.1079,0.1129,0.1024,0.1144,0.1130,0.1283,0.1382,0.1300,0.2705,0.2634,0.2281,0.3940,0.4152,0.4120,0.4545,0.4601,0.4720,0.4648,0.4882,0.4873,0.4902,0.4936,0.4981
164.5000,0.0851,0.0962,0.1002,0.0992,0.1102,0.1153,0.1023,0.1149,0.1123,0.1184,0.1276,0.1236,0.2060,0.1984,0.1696,0.3887,0.3949,0.3468,0.4824,0.4763,0.4793,0.5008,0.5201,0.5158,0.5159,0.5195,0.5206
175.0000,0.0858,0.0950,0.1010,0.1018,0.1135,0.1176,0.1036,0.1189,0.1118,0.1141,0.1228,0.1199,0.1653,0.1651,0.1457,0.3266,0.3162,0.2545,0.4933,0.4656,0.4675,0.5270,0.5440,0.5313,0.5394,0.5370,0.5344
185.5000,0.0874,0.0961,0.1014,0.1037,0.1147,0.1221,0.1048,0.1200,0.1122,0.1114,0.1207,0.1184,0.1487,0.1492,0.1378,0.2444,0.2376,0.2004,0.4837,0.4298,0.4170,0.5376,0.5493,0.5277,0.5481,0.5473,0.5427
196.0000,0.0881,0.0982,0.1035,0.1073,0.1192,0.1261,0.1058,0.1215,0.1137,0.1100,0.1193,0.1178,0.1376,0.1423,0.1329,0.1953,0.1956,0.1774,0.4401,0.3481,0.3227,0.5290,0.5402,0.5129,0.5552,0.5534,0.5486
206.5000,0.0852,0.0951,0.0988,0.1121,0.1243,0.1310,0.1070,0.1236,0.1149,0.1099,0.1190,0.1171,0.1331,0.1415,0.1301,0.1714,0.1772,0.1649,0.3593,0.2717,0.2667,0.4990,0.5152,0.4897,0.5620,0.5601,0.5545
217.0000,0.0851,0.0962,0.1002,0.1163,0.1282,0.1355,0.1100,0.1287,0.1157,0.1103,0.1203,0.1193,0.1306,0.1400,0.1297,0.1586,0.1659,0.1564,0.3002,0.2377,0.2435,0.4649,0.4880,0.4601,0.5696,0.5680,0.5599
227.5000,0.0858,0.0950,0.1010,0.1217,0.1315,0.1389,0.1118,0.1307,0.1168,0.1115,0.1210,0.1210,0.1316,0.1429,0.1303,0.1518,0.1590,0.1537,0.2661,0.2291,0.2363,0.4327,0.4573,0.4283,0.5763,0.5734,0.5668
238.0000,0.0874,0.0961,0.1014,0.1268,0.1378,0.1435,0.1144,0.1348,0.1199,0.1129,0.1231,0.1241,0.1340,0.1456,0.1323,0.1504,0.1569,0.1532,0.2507,0.2253,0.2346,0.3931,0.4206,0.3961,0.5878,0.5845,0.5755
248.5000,0.0881,0.0982,0.1035,0.1329,0.1435,0.1486,0.1175,0.1405,0.1215,0.1155,0.1268,0.1264,0.1369,0.1493,0.1355,0.1504,0.1572,0.1539,0.2438,0.2257,0.2380,0.3556,0.3871,0.3659,0.5967,0.5922,0.5821
259.0000,0.0852,0.0951,0.0988,0.1389,0.1491,0.1515,0.1189,0.1443,0.1224,0.1181,0.1309,0.1305,0.1385,0.1532,0.1373,0.1506,0.1576,0.1545,0.2450,0.2269,0.2406,0.3258,0.3496,0.3329,0.6064,0.6021,0.5900
269.5000,0.0851,0.0962,0.1002,0.1445,0.1537,0.1566,0.1195,0.1458,0.1245,0.1216,0.1350,0.1359,0.1430,0.1585,0.1431,0.1547,0.1615,0.1580,0.2459,0.2285,0.2427,0.2926,0.3117,0.3007,0.6129,0.6079,0.5949
