ID,HostConc,VirusConc,Key,host_num,virus_num
55,H1E6,_V5E8,H1E6_V5E8,1000000,500000000
56,H1E6,_V5E8,H1E6_V5E8,1000000,500000000
57,H1E6,_V5E8,H1E6_V5E8,1000000,500000000
58,H1E6,_V5E7,H1E6_V5E7,1000000,50000000
59,H1E6,_V5E7,H1E6_V5E7,1000000,50000000
60,H1E6,_V5E7,H1E6_V5E7,1000000,50000000
61,H1E6,_V5E6,H1E6_V5E6,1000000,5000000
62,H1E6,_V5E6,H1E6_V5E6,1000000,5000000
63,H1E6,_V5E6,H1E6_V5E6,1000000,5000000
64,H1E6,_V5E5,H1E6_V5E5,1000000,500000
65,H1E6,_V5E5,H1E6_V5E5,1000000,500000
66,H1E6,_V5E5,H1E6_V5E5,1000000,500000
67,H1E6,_V5E4,H1E6_V5E4,1000000,50000
68,H1E6,_V5E4,H1E6_V5E4,1000000,50000
69,H1E6,_V5E4,H1E6_V5E4,1000000,50000
70,H1E6,_V5E3,H1E6_V5E3,1000000,5000
71,H1E6,_V5E3,H1E6_V5E3,1000000,5000
72,H1E6,_V5E3,H1E6_V5E3,1000000,5000
73,H1E6,_V5E2,H1E6_V5E2,1000000,500
74,H1E6,_V5E2,H1E6_V5E2,1000000,500
75,H1E6,_V5E2,H1E6_V5E2,1000000,500
76,H1E6,_V5E1,H1E6_V5E1,1000000,50
77,H1E6,_V5E1,H1E6_V5E1,1000000,50
78,H1E6,_V5E1,H1E6_V5E1,1000000,50
79,H1E6,_V0E0,H1E6_V0E0,1000000,0
80,H1E6,_V0E0,H1E6_V0E0,1000000,0
81,H1E6,_V0E0,H1E6_V0E0,1000000,0
