time,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
70.0000,0.0708,0.0820,0.0887,0.0896,0.0908,0.0975,0.0930,0.0912,0.0949,0.1139,0.1243,0.1019,0.1013,0.1142,0.1041,0.1006,0.0996,0.1069,0.1052,0.1020,0.1165,0.1012,0.1080,0.1049,0.1054,0.1135,0.1314
120.5000,0.0824,0.0827,0.0897,0.0912,0.0915,0.0986,0.1018,0.1015,0.0947,0.1214,0.1291,0.1136,0.1371,0.1456,0.1351,0.1440,0.1394,0.1467,0.1462,0.1441,0.1595,0.1395,0.1446,0.1499,0.1468,0.1504,0.1728
131.0000,0.0824,0.0828,0.0888,0.0912,0.0917,0.0976,0.0906,0.0912,0.0945,0.1075,0.1099,0.1113,0.1412,0.1453,0.1431,0.1519,0.1450,0.1585,0.1524,0.1560,0.1742,0.1582,0.1583,0.1701,0.1660,0.1690,0.1924
141.5000,0.0820,0.0826,0.0884,0.0908,0.0915,0.0972,0.0906,0.0904,0.0953,0.1036,0.1053,0.1065,0.1441,0.1496,0.1440,0.1685,0.1624,0.1762,0.1729,0.1781,0.1986,0.1819,0.1809,0.1982,0.1943,0.1942,0.2225
155.5000,0.0827,0.0829,0.0884,0.0915,0.0917,0.0972,0.0907,0.0910,0.0947,0.0960,0.0971,0.0991,0.1428,0.1456,0.1403,0.1845,0.1771,0.1859,0.2090,0.2134,0.2385,0.2263,0.2228,0.2470,0.2469,0.2427,0.2714
166.0000,0.0820,0.0827,0.0908,0.0908,0.0916,0.0996,0.0903,0.0907,0.0957,0.0922,0.0933,0.0962,0.1279,0.1278,0.1226,0.1888,0.1806,0.1908,0.2397,0.2379,0.2592,0.2591,0.2566,0.2875,0.2890,0.2837,0.3146
176.5000,0.0819,0.0829,0.0910,0.0907,0.0917,0.0998,0.0901,0.0902,0.0974,0.0910,0.0922,0.0948,0.1104,0.1092,0.1067,0.1829,0.1756,0.1831,0.2599,0.2492,0.2682,0.2875,0.2897,0.3234,0.3351,0.3257,0.3596
187.0000,0.0820,0.0831,0.0915,0.0908,0.0919,0.1003,0.0907,0.0905,0.0947,0.0910,0.0918,0.0940,0.0990,0.0996,0.1001,0.1636,0.1584,0.1580,0.2689,0.2552,0.2707,0.3044,0.3120,0.3478,0.3700,0.3606,0.3944
194.0000,0.0823,0.0829,0.0914,0.0911,0.0917,0.1003,0.0907,0.0907,0.0965,0.0907,0.0917,0.0941,0.0962,0.0969,0.0984,0.1472,0.1416,0.1370,0.2707,0.2526,0.2611,0.3068,0.3188,0.3567,0.3930,0.3804,0.4189
204.5000,0.0820,0.0828,0.0912,0.0908,0.0916,0.1000,0.0904,0.0904,0.0938,0.0906,0.0919,0.0936,0.0937,0.0967,0.0970,0.1183,0.1161,0.1125,0.2566,0.2270,0.2223,0.2917,0.3228,0.3558,0.4321,0.4204,0.4540
211.5000,0.0824,0.0831,0.0926,0.0912,0.0919,0.1014,0.0900,0.0901,0.0953,0.0901,0.0915,0.0933,0.0938,0.0954,0.0969,0.1055,0.1044,0.1078,0.2330,0.2036,0.1974,0.2710,0.3186,0.3349,0.4597,0.4495,0.4852
215.0000,0.0826,0.0830,0.0927,0.0914,0.0918,0.1015,0.0901,0.0907,0.0959,0.0904,0.0913,0.0933,0.0940,0.0957,0.0970,0.1015,0.1006,0.1078,0.2193,0.1914,0.1868,0.2555,0.3110,0.3113,0.4730,0.4615,0.4953
225.5000,0.0826,0.0831,0.0924,0.0915,0.0920,0.1012,0.0908,0.0904,0.0970,0.0909,0.0913,0.0933,0.0941,0.0958,0.0959,0.0979,0.0973,0.1078,0.1914,0.1630,0.1613,0.2177,0.2695,0.2505,0.5088,0.4977,0.5340
236.0000,0.0821,0.0832,0.0952,0.0910,0.0920,0.1040,0.0907,0.0911,0.0960,0.0911,0.0913,0.0931,0.0942,0.0956,0.0958,0.0972,0.0974,0.1043,0.1715,0.1409,0.1382,0.1930,0.2348,0.2162,0.5379,0.5243,0.5581
246.5000,0.0823,0.0834,0.0946,0.0912,0.0922,0.1034,0.0909,0.0911,0.0942,0.0904,0.0916,0.0931,0.0933,0.0958,0.0968,0.0974,0.0977,0.1031,0.1541,0.1252,0.1298,0.1721,0.2113,0.1921,0.5574,0.5403,0.5753
257.0000,0.0828,0.0833,0.0948,0.0917,0.0921,0.1036,0.0903,0.0904,0.0943,0.0900,0.0916,0.0930,0.0935,0.0956,0.0971,0.0973,0.0981,0.1025,0.1378,0.1191,0.1269,0.1547,0.1887,0.1720,0.5688,0.5523,0.5856
267.5000,0.0824,0.0833,0.0955,0.0912,0.0921,0.1044,0.0913,0.0912,0.0958,0.0910,0.0912,0.0925,0.0939,0.0957,0.0957,0.0976,0.0975,0.1050,0.1255,0.1150,0.1204,0.1390,0.1680,0.1548,0.5748,0.5622,0.5969
278.0000,0.0829,0.0835,0.0949,0.0917,0.0923,0.1037,0.0906,0.0906,0.0965,0.0905,0.0915,0.0931,0.0939,0.0965,0.0970,0.0978,0.0985,0.1033,0.1204,0.1152,0.1213,0.1305,0.1542,0.1472,0.5826,0.5677,0.6048
288.5000,0.0830,0.0835,0.0980,0.0919,0.0923,0.1069,0.0907,0.0911,0.0962,0.0916,0.0912,0.0931,0.0940,0.0963,0.0964,0.0979,0.0989,0.1056,0.1189,0.1135,0.1188,0.1260,0.1465,0.1404,0.5936,0.5740,0.6142
