Well,Strain,Bio,Tech,Media,Condition,Plate Age,mM PQ,plate
241,VNG0194H,A,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
242,VNG0194H,B,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
243,VNG0194H,B,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
244,VNG0194H,B,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
245,VNG0194H,C,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
246,VNG0194H,C,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
247,VNG0194H,C,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
248,VNG0194H,D,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
249,VNG0194H,D,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
250,VNG0194H,D,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
251,hrg,A,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
252,hrg,A,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
253,hrg,A,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
254,hrg,B,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
255,hrg,B,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
256,hrg,B,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
257,hrg,C,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
258,hrg,C,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
259,hrg,C,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
260,hrg,D,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
261,hrg,D,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
262,hrg,D,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
263,ura3,A,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
264,ura3,A,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
265,ura3,A,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
266,ura3,B,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
267,ura3,B,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
268,ura3,B,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
269,ura3,C,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
270,ura3,C,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
271,ura3,C,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
272,ura3,D,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
273,ura3,D,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
274,ura3,D,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
275,hlx2,A,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
276,hlx2,A,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
277,hlx2,A,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
278,hlx2,B,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
279,hlx2,B,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
280,hlx2,B,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
281,hlx2,C,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
282,hlx2,C,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
283,hlx2,C,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
284,hlx2,D,1,CM,0.333mM PQ,41,0.083,20150607_PQ_4
285,hlx2,D,2,CM,0.333mM PQ,41,0.083,20150607_PQ_4
286,hlx2,D,3,CM,0.333mM PQ,41,0.083,20150607_PQ_4
287,blank,,,CM,,41,0,20150607_PQ_4
288,blank,,,CM,,41,0,20150607_PQ_4
289,blank,,,CM,,41,0,20150607_PQ_4
290,blank,,,CM,,41,0,20150607_PQ_4
291,blank,,,CM,,41,0,20150607_PQ_4
292,blank,,,CM,,41,0,20150607_PQ_4
293,blank,,,CM,,41,0,20150607_PQ_4
294,blank,,,CM,,41,0,20150607_PQ_4
295,blank,,,CM,,41,0,20150607_PQ_4
296,blank,,,CM,,41,0,20150607_PQ_4
297,blank,,,CM,,41,0,20150607_PQ_4
298,blank,,,CM,,41,0,20150607_PQ_4
299,blank,,,CM,,41,0,20150607_PQ_4
300,blank,,,CM,,41,0,20150607_PQ_4
