time,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
3.5000,0.1721,0.1725,0.1843,0.1734,0.1744,0.1814,0.1697,0.1708,0.1751,0.1726,0.1727,0.1764,0.1812,0.1986,0.2113,0.1904,0.1835,0.1928,0.1830,0.1811,0.1969,0.1659,0.1702,0.1784,0.1747,0.1790,0.1872
14.0000,0.1721,0.1736,0.1824,0.1764,0.1770,0.1840,0.1742,0.1731,0.1805,0.1776,0.1769,0.1818,0.1827,0.2010,0.2180,0.1935,0.1858,0.1981,0.1871,0.1850,0.2004,0.1719,0.1777,0.1868,0.1807,0.1865,0.1956
24.5000,0.1525,0.1484,0.1458,0.1811,0.1813,0.1861,0.1849,0.1847,0.1952,0.1878,0.1889,0.1972,0.1957,0.2115,0.2323,0.2046,0.1984,0.2148,0.2031,0.2047,0.2172,0.1914,0.2019,0.2095,0.2002,0.2107,0.2183
31.5000,0.1165,0.1175,0.1240,0.1607,0.1592,0.1597,0.1967,0.1978,0.2076,0.2050,0.2083,0.2185,0.2133,0.2328,0.2510,0.2224,0.2139,0.2365,0.2240,0.2263,0.2407,0.2166,0.2266,0.2420,0.2254,0.2354,0.2509
42.0000,0.1097,0.1116,0.1171,0.1470,0.1470,0.1523,0.2151,0.2186,0.2311,0.2315,0.2354,0.2511,0.2407,0.2607,0.2857,0.2529,0.2425,0.2693,0.2599,0.2601,0.2733,0.2540,0.2682,0.2816,0.2628,0.2770,0.2904
52.5000,0.1077,0.1101,0.1163,0.1453,0.1462,0.1499,0.2448,0.2507,0.2683,0.2695,0.2745,0.2956,0.2808,0.3023,0.3316,0.2922,0.2821,0.3168,0.3028,0.3055,0.3214,0.3031,0.3154,0.3342,0.3120,0.3242,0.3430
59.5000,0.1100,0.1110,0.1180,0.1400,0.1420,0.1460,0.2994,0.3209,0.3095,0.3036,0.3426,0.3360,0.3185,0.3599,0.3653,0.3283,0.3395,0.3571,0.3508,0.3725,0.3619,0.3525,0.3585,0.3812,0.3613,0.3674,0.3900
70.0000,0.1121,0.1125,0.1200,0.1375,0.1384,0.1422,0.2973,0.3103,0.3280,0.3438,0.3557,0.3784,0.3614,0.3831,0.4173,0.3742,0.3650,0.4041,0.3878,0.3951,0.4079,0.3994,0.4085,0.4281,0.4083,0.4173,0.4369
80.5000,0.1121,0.1125,0.1197,0.1304,0.1316,0.1345,0.3228,0.3382,0.3497,0.3889,0.3985,0.4195,0.4070,0.4271,0.4601,0.4212,0.4110,0.4481,0.4370,0.4421,0.4554,0.4494,0.4590,0.4801,0.4582,0.4678,0.4889
94.5000,0.1106,0.1111,0.1184,0.1209,0.1234,0.1251,0.3396,0.3482,0.3542,0.4375,0.4504,0.4672,0.4658,0.4874,0.5238,0.4808,0.4699,0.5132,0.5068,0.5061,0.5166,0.5122,0.5157,0.5328,0.5211,0.5245,0.5416
105.0000,0.1099,0.1116,0.1176,0.1150,0.1182,0.1199,0.3244,0.3273,0.3171,0.4671,0.4761,0.4900,0.5049,0.5266,0.5570,0.5198,0.5098,0.5475,0.5409,0.5436,0.5510,0.5440,0.5472,0.5645,0.5528,0.5560,0.5733
115.5000,0.1093,0.1106,0.1169,0.1124,0.1158,0.1184,0.2608,0.2551,0.2209,0.4746,0.4805,0.4891,0.5341,0.5580,0.5822,0.5535,0.5421,0.5753,0.5701,0.5738,0.5804,0.5727,0.5754,0.5897,0.5816,0.5842,0.5986
126.0000,0.1092,0.1100,0.1168,0.1108,0.1150,0.1182,0.1811,0.1733,0.1541,0.4653,0.4730,0.4668,0.5587,0.5796,0.6028,0.5814,0.5697,0.6021,0.5978,0.6002,0.6035,0.5932,0.5947,0.6066,0.6020,0.6035,0.6154
