time,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243
5.5000,0.4352,0.4667,0.4501,0.5482,0.4935,0.5056,0.4982,0.5038,0.4852,0.4900,0.5190,0.5190,0.4881,0.5113,0.4913,0.4931,0.5163,0.4963,0.4970,0.5202,0.5002,0.5026,0.5258,0.5058,0.5076,0.5309,0.5109
11.0000,0.4504,0.4631,0.4581,0.4452,0.4974,0.4783,0.4914,0.5085,0.4931,0.5080,0.5274,0.5103,0.4731,0.5099,0.4973,0.4782,0.5150,0.5024,0.4820,0.5189,0.5062,0.4877,0.5244,0.5118,0.4927,0.5295,0.5169
16.5000,0.4593,0.4658,0.4602,0.5027,0.5167,0.5042,0.4935,0.5289,0.5116,0.5082,0.5338,0.5187,0.4992,0.5184,0.5093,0.5043,0.5234,0.5143,0.5082,0.5273,0.5182,0.5138,0.5329,0.5238,0.5188,0.5380,0.5288
22.0000,0.3766,0.3791,0.3778,0.5176,0.5264,0.5174,0.5266,0.5533,0.5420,0.5195,0.5539,0.5469,0.5328,0.5484,0.5384,0.5378,0.5535,0.5434,0.5417,0.5573,0.5473,0.5474,0.5629,0.5529,0.5524,0.5680,0.5580
27.5000,0.2985,0.2959,0.3003,0.5281,0.5286,0.5209,0.5668,0.5828,0.5719,0.5718,0.5901,0.5847,0.5745,0.5839,0.5771,0.5795,0.5889,0.5821,0.5834,0.5928,0.5860,0.5890,0.5984,0.5916,0.5940,0.6035,0.5966
33.0000,0.2629,0.2578,0.2595,0.5342,0.5282,0.5171,0.5980,0.6155,0.6029,0.6174,0.6298,0.6235,0.6087,0.6216,0.6108,0.6137,0.6267,0.6158,0.6176,0.6305,0.6197,0.6233,0.6361,0.6253,0.6283,0.6412,0.6303
38.5000,0.2495,0.2444,0.2440,0.5435,0.5365,0.5264,0.6245,0.6452,0.6309,0.6485,0.6599,0.6560,0.6395,0.6543,0.6416,0.6446,0.6593,0.6467,0.6485,0.6632,0.6506,0.6541,0.6688,0.6561,0.6591,0.6738,0.6612
44.0000,0.2442,0.2372,0.2372,0.5575,0.5492,0.5397,0.6534,0.6734,0.6596,0.6734,0.6874,0.6835,0.6632,0.6814,0.6706,0.6683,0.6865,0.6756,0.6722,0.6904,0.6795,0.6778,0.6959,0.6851,0.6828,0.7010,0.6901
49.5000,0.2278,0.2210,0.2218,0.5660,0.5601,0.5505,0.6701,0.6883,0.6783,0.6899,0.7078,0.6994,0.6832,0.7002,0.6859,0.6882,0.7053,0.6909,0.6921,0.7092,0.6948,0.6977,0.7147,0.7004,0.7027,0.7198,0.7054
55.0000,0.2005,0.1951,0.1953,0.5658,0.5612,0.5529,0.6825,0.6966,0.6912,0.7016,0.7228,0.7171,0.6948,0.7116,0.7034,0.6999,0.7166,0.7084,0.7038,0.7205,0.7123,0.7094,0.7261,0.7179,0.7144,0.7312,0.7229
66.0000,0.1752,0.1739,0.1705,0.5171,0.5067,0.5090,0.7036,0.7152,0.7127,0.7301,0.7424,0.7397,0.7268,0.7298,0.7275,0.7319,0.7348,0.7325,0.7357,0.7387,0.7364,0.7414,0.7443,0.7420,0.7464,0.7494,0.7470
71.5000,0.1726,0.1712,0.1676,0.4910,0.4797,0.4810,0.7057,0.7171,0.7138,0.7417,0.7505,0.7495,0.7372,0.7420,0.7365,0.7422,0.7470,0.7415,0.7461,0.7509,0.7454,0.7517,0.7565,0.7510,0.7567,0.7616,0.7560
77.0000,0.1702,0.1697,0.1660,0.4735,0.4622,0.4625,0.7055,0.7155,0.7141,0.7436,0.7537,0.7497,0.7411,0.7445,0.7387,0.7461,0.7495,0.7437,0.7500,0.7534,0.7476,0.7556,0.7590,0.7532,0.7606,0.7640,0.7582
92.5000,0.1666,0.1677,0.1632,0.4355,0.4229,0.4244,0.7090,0.7177,0.7160,0.7556,0.7652,0.7585,0.7541,0.7571,0.7533,0.7591,0.7622,0.7583,0.7630,0.7661,0.7622,0.7686,0.7716,0.7678,0.7736,0.7767,0.7729
99.0000,0.1666,0.1677,0.1632,0.4355,0.4229,0.4244,0.7090,0.7177,0.7160,0.7556,0.7652,0.7585,0.7541,0.7571,0.7533,0.7591,0.7622,0.7583,0.7630,0.7661,0.7622,0.7686,0.7716,0.7678,0.7736,0.7767,0.7729
105.5000,0.1654,0.1668,0.1617,0.4156,0.4015,0.4047,0.7062,0.7162,0.7142,0.7556,0.7642,0.7620,0.7539,0.7598,0.7548,0.7589,0.7649,0.7599,0.7628,0.7687,0.7638,0.7684,0.7743,0.7693,0.7735,0.7794,0.7744
112.0000,0.1645,0.1662,0.1619,0.3811,0.3675,0.3709,0.7056,0.7182,0.7137,0.7603,0.7652,0.7641,0.7577,0.7632,0.7566,0.7628,0.7682,0.7617,0.7667,0.7721,0.7655,0.7723,0.7777,0.7711,0.7773,0.7828,0.7762
118.5000,0.1639,0.1660,0.1611,0.3467,0.3270,0.3348,0.7089,0.7204,0.7147,0.7606,0.7680,0.7675,0.7591,0.7650,0.7601,0.7642,0.7700,0.7652,0.7680,0.7739,0.7691,0.7737,0.7795,0.7746,0.7787,0.7845,0.7797
125.0000,0.1631,0.1656,0.1602,0.3162,0.2921,0.3032,0.7059,0.7181,0.7174,0.7603,0.7675,0.7661,0.7599,0.7646,0.7616,0.7650,0.7696,0.7667,0.7688,0.7735,0.7706,0.7745,0.7791,0.7761,0.7795,0.7841,0.7812
131.5000,0.1621,0.1654,0.1601,0.2914,0.2657,0.2793,0.7054,0.7164,0.7163,0.7609,0.7689,0.7657,0.7608,0.7659,0.7640,0.7658,0.7709,0.7690,0.7697,0.7748,0.7729,0.7753,0.7804,0.7785,0.7803,0.7854,0.7835
